,total_readcount,WT,WT_%,single_mut_readcount,single_mut_readcount_%,ortho_mut_readcount,ortho_mut_readcount_%,double_mut_readcount,double_mut_readcount_%
input1,11677638.0,3549.0,0.0,619109.0,5.3,0.0,0.0,11054980.0,94.69999999999999
input2,11997740.0,3784.0,0.0,642080.0,5.4,0.0,0.0,11351876.0,94.6
b1,11187844.0,225.0,0.0,334063.0,3.0,0.0,0.0,10853556.0,97.0
b2,13118641.0,667.0,0.0,367094.0,2.8000000000000003,0.0,0.0,12750880.0,97.2
b3,16162112.0,203.0,0.0,467796.0,2.9000000000000004,0.0,0.0,15694113.0,97.1
