,Total_reads,Reads_no_indels,Reads_no_indels_%,No_indels_acceptable_RC,Acceptable_RC_over_no_indels_%
input1,12541813,11936335,95.19999999999999,11872700,99.5
input2,12886403,12262460,95.19999999999999,12193469,99.4
b1,11680383,11644785,99.7,11589261,99.5
b2,13684811,13646572,99.7,13577464,99.5
b3,16855658,16794303,99.6,16703701,99.5
