,Filtered_sequenced_variants,Filtered_sequenced_variants_rc,Usable_variants,Covered_variants_%,Usable_variants_rc,Usable_variants_%rc,Unsequenced_variants,Unexpected_variants,Unexpected_variants_rc
input1,10222,11924525,3216,11.700000000000001,11677638.0,97.89999999999999,24100,7006,246887.0
input2,10629,12248559,3363,12.2,11997740.0,98.0,24100,7266,250819.0
b1,4133,11631784,1556,5.6000000000000005,11187844.0,96.2,24100,2577,443940.0
b2,4363,13630370,1589,5.800000000000001,13118641.0,96.2,24100,2774,511729.0
b3,4670,16774490,1711,6.2,16162112.0,96.3,24100,2959,612378.0
