,Total_reads,Reads_no_indels,Reads_no_indels_%,No_indels_acceptable_RC,Acceptable_RC_over_no_indels_%
input1,197867,197324,99.7,172141,87.2
input2,162852,162306,99.7,140641,86.7
input3,8493,8433,99.3,6883,81.6
b1,207441,207264,99.9,199104,96.1
b2,213147,212928,99.9,202080,94.89999999999999
b3,192524,192342,99.9,182457,94.89999999999999
