,total_readcount,WT,WT_%,single_mut_readcount,single_mut_readcount_%,ortho_mut_readcount,ortho_mut_readcount_%,double_mut_readcount,double_mut_readcount_%
input1,197362.0,6257.0,3.2,162592.0,82.39999999999999,28513.0,14.399999999999999,0.0,0.0
input2,166685.0,5030.0,3.0,137866.0,82.69999999999999,23789.0,14.299999999999999,0.0,0.0
b1,101949.0,88.0,0.1,79979.0,78.5,21882.0,21.5,0.0,0.0
b2,111351.0,67.0,0.1,86993.0,78.10000000000001,24291.0,21.8,0.0,0.0
b3,154170.0,111.0,0.1,124956.0,81.10000000000001,29103.0,18.9,0.0,0.0
