,total_readcount,WT,WT_%,single_mut_readcount,single_mut_readcount_%,ortho_mut_readcount,ortho_mut_readcount_%,double_mut_readcount,double_mut_readcount_%
input1,186506.0,3695.0,2.0,130543.0,70.0,52268.0,28.000000000000004,0.0,0.0
input2,151288.0,3056.0,2.0,110250.0,72.89999999999999,37982.0,25.1,0.0,0.0
input3,7318.0,141.0,1.9,5197.0,71.0,1980.0,27.1,0.0,0.0
b1,144321.0,65.0,0.0,139774.0,96.8,4482.0,3.1,0.0,0.0
b2,239088.0,135.0,0.1,233851.0,97.8,5102.0,2.1,0.0,0.0
b3,215068.0,59.0,0.0,209467.0,97.39999999999999,5542.0,2.6,0.0,0.0
