,total_readcount,WT,WT_%,single_mut_readcount,single_mut_readcount_%,ortho_mut_readcount,ortho_mut_readcount_%,double_mut_readcount,double_mut_readcount_%
input1,142550.0,1432.0,1.0,125900.0,88.3,15218.0,10.7,0.0,0.0
input2,190793.0,1957.0,1.0,165850.0,86.9,22986.0,12.0,0.0,0.0
input3,146548.0,1535.0,1.0,128638.0,87.8,16375.0,11.200000000000001,0.0,0.0
b1,272081.0,3098.0,1.0999999999999999,240653.0,88.4,28330.0,10.4,0.0,0.0
b2,227477.0,2570.0,1.0999999999999999,200466.0,88.1,24441.0,10.7,0.0,0.0
b3,210033.0,2322.0,1.0999999999999999,188200.0,89.60000000000001,19511.0,9.3,0.0,0.0
