,Filtered_sequenced_variants,Filtered_sequenced_variants_rc,Usable_variants,Covered_variants_%,Usable_variants_rc,Usable_variants_%rc,Unsequenced_variants,Unexpected_variants,Unexpected_variants_rc
input1,14135,20245597,4766,13.3,19878784.0,98.2,30743,9369,366813.0
input2,12282,14296267,3612,10.100000000000001,14036708.0,98.2,30743,8670,259559.0
input3,13948,22690163,4108,11.4,22281911.0,98.2,30743,9840,408252.0
b1,10672,18349792,3786,10.6,17904070.0,97.6,30743,6886,445722.0
b2,9575,9861493,3398,9.5,9647955.0,97.8,30743,6177,213538.0
b3,11089,23075420,3813,10.6,22508305.0,97.5,30743,7276,567115.0
