,Filtered_sequenced_variants,Filtered_sequenced_variants_rc,Usable_variants,Covered_variants_%,Usable_variants_rc,Usable_variants_%rc,Unsequenced_variants,Unexpected_variants,Unexpected_variants_rc
input1,20653,21234393,6889,19.2,20894291.0,98.4,27882,13764,340102.0
input2,21024,20533423,7033,19.6,20200430.0,98.4,27882,13991,332993.0
input3,22273,25127019,7524,21.0,24724292.0,98.4,27882,14749,402727.0
b1,19545,19432461,6892,19.2,19130623.0,98.4,27882,12653,301838.0
b2,18049,14169508,6493,18.099999999999998,13938084.0,98.4,27882,11556,231424.0
b3,18916,16618604,6630,18.5,16353125.0,98.4,27882,12286,265479.0
