,total_readcount,WT,WT_%,single_mut_readcount,single_mut_readcount_%,ortho_mut_readcount,ortho_mut_readcount_%,double_mut_readcount,double_mut_readcount_%
input1,20894291.0,803.0,0.0,1324511.0,6.3,0.0,0.0,19568977.0,93.7
input2,20200430.0,524.0,0.0,1308382.0,6.5,0.0,0.0,18891524.0,93.5
input3,24724292.0,1548.0,0.0,1584709.0,6.4,0.0,0.0,23138035.0,93.60000000000001
b1,8009598.0,744.0,0.0,297772.0,3.6999999999999997,0.0,0.0,7711082.0,96.3
b2,14740500.0,547.0,0.0,554364.0,3.8,0.0,0.0,14185589.0,96.2
b3,27956527.0,1428.0,0.0,1008829.0,3.5999999999999996,0.0,0.0,26946270.0,96.39999999999999
