,total_readcount,WT,WT_%,single_mut_readcount,single_mut_readcount_%,ortho_mut_readcount,ortho_mut_readcount_%,double_mut_readcount,double_mut_readcount_%
input1,11221936.0,724.0,0.0,482613.0,4.3,0.0,0.0,10738599.0,95.7
input2,12151517.0,1140.0,0.0,528100.0,4.3,0.0,0.0,11622277.0,95.6
input3,11739217.0,461.0,0.0,497290.0,4.2,0.0,0.0,11241466.0,95.8
b1,12637570.0,679.0,0.0,586679.0,4.6,0.0,0.0,12050212.0,95.39999999999999
b2,13469528.0,794.0,0.0,629249.0,4.7,0.0,0.0,12839485.0,95.3
b3,18948558.0,2224.0,0.0,884495.0,4.7,0.0,0.0,18061839.0,95.3
