,Filtered_sequenced_variants,Filtered_sequenced_variants_rc,Usable_variants,Covered_variants_%,Usable_variants_rc,Usable_variants_%rc,Unsequenced_variants,Unexpected_variants,Unexpected_variants_rc
input1,7523,11454835,2080,7.5,11221936.0,98.0,25326,5443,232899.0
input2,7528,12402804,2055,7.3999999999999995,12151517.0,98.0,25326,5473,251287.0
input3,7646,11971577,2114,7.7,11739217.0,98.1,25326,5532,232360.0
b1,7037,12811499,1933,7.000000000000001,12637570.0,98.6,25326,5104,173929.0
b2,7113,13659396,1959,7.1,13469528.0,98.6,25326,5154,189868.0
b3,7419,19205361,2037,7.3999999999999995,18948558.0,98.7,25326,5382,256803.0
