,Filtered_sequenced_variants,Filtered_sequenced_variants_rc,Usable_variants,Covered_variants_%,Usable_variants_rc,Usable_variants_%rc,Unsequenced_variants,Unexpected_variants,Unexpected_variants_rc
input1,20653,21234393,6889,19.2,20894291.0,98.4,27882,13764,340102.0
input2,21024,20533423,7033,19.6,20200430.0,98.4,27882,13991,332993.0
input3,22273,25127019,7524,21.0,24724292.0,98.4,27882,14749,402727.0
b1,14282,18914433,5442,15.2,18548837.0,98.1,27882,8840,365596.0
b2,15049,22985327,5666,15.8,22531477.0,98.0,27882,9383,453850.0
b3,14388,19386353,5495,15.299999999999999,19026055.0,98.1,27882,8893,360298.0
