,Filtered_sequenced_variants,Filtered_sequenced_variants_rc,Usable_variants,Covered_variants_%,Usable_variants_rc,Usable_variants_%rc,Unsequenced_variants,Unexpected_variants,Unexpected_variants_rc
input1,11854,18682991,3130,11.3,18118896.0,97.0,24339,8724,564095.0
input2,10668,12648689,2760,9.9,12276069.0,97.1,24339,7908,372620.0
input3,11192,13000609,3117,11.200000000000001,12616261.0,97.0,24339,8075,384348.0
b1,11348,22915675,2929,10.5,22209412.0,96.89999999999999,24339,8419,706263.0
b2,10259,13498663,2592,9.3,13085278.0,96.89999999999999,24339,7667,413385.0
b3,10471,13903726,2651,9.5,13457752.0,96.8,24339,7820,445974.0
