,Filtered_sequenced_variants,Filtered_sequenced_variants_rc,Usable_variants,Covered_variants_%,Usable_variants_rc,Usable_variants_%rc,Unsequenced_variants,Unexpected_variants,Unexpected_variants_rc
input1,802,181091,242,76.8,177201.0,97.89999999999999,72,560,3890.0
input2,1106,146594,241,76.5,132214.0,90.2,72,865,14380.0
input3,1065,135338,239,75.9,128615.0,95.0,72,826,6723.0
b1,402,151283,239,75.9,149640.0,98.9,72,163,1643.0
b2,388,132978,234,74.3,131572.0,98.9,72,154,1406.0
b3,379,121844,235,74.6,120572.0,99.0,72,144,1272.0
