,total_readcount,WT,WT_%,single_mut_readcount,single_mut_readcount_%,ortho_mut_readcount,ortho_mut_readcount_%,double_mut_readcount,double_mut_readcount_%
input1,177201.0,4155.0,2.3,137563.0,77.60000000000001,35483.0,20.0,0.0,0.0
input2,132214.0,3242.0,2.5,105491.0,79.80000000000001,23481.0,17.8,0.0,0.0
input3,128615.0,3046.0,2.4,99907.0,77.7,25662.0,20.0,0.0,0.0
b1,149640.0,4364.0,2.9000000000000004,119632.0,79.9,25644.0,17.1,0.0,0.0
b2,131572.0,3925.0,3.0,107237.0,81.5,20410.0,15.5,0.0,0.0
b3,120572.0,3470.0,2.9000000000000004,95854.0,79.5,21248.0,17.599999999999998,0.0,0.0
