,Filtered_sequenced_variants,Filtered_sequenced_variants_rc,Usable_variants,Covered_variants_%,Usable_variants_rc,Usable_variants_%rc,Unsequenced_variants,Unexpected_variants,Unexpected_variants_rc
input1,9695,10241555,3057,11.0,10032516.0,98.0,24624,6638,209039.0
input2,9241,10015203,2758,9.9,9815065.0,98.0,24624,6483,200138.0
input3,5044,1630552,1826,6.6000000000000005,1597635.0,98.0,24624,3218,32917.0
b1,9193,12880761,2775,10.0,12630995.0,98.1,24624,6418,249766.0
b2,8893,11774458,2685,9.700000000000001,11553692.0,98.1,24624,6208,220766.0
b3,8948,12442968,2700,9.700000000000001,12197390.0,98.0,24624,6248,245578.0
