,Filtered_sequenced_variants,Filtered_sequenced_variants_rc,Usable_variants,Covered_variants_%,Usable_variants_rc,Usable_variants_%rc,Unsequenced_variants,Unexpected_variants,Unexpected_variants_rc
input1,9695,10241555,3057,11.0,10032516.0,98.0,24624,6638,209039.0
input2,9241,10015203,2758,9.9,9815065.0,98.0,24624,6483,200138.0
input3,5044,1630552,1826,6.6000000000000005,1597635.0,98.0,24624,3218,32917.0
b1,8751,14708533,2680,9.6,14417751.0,98.0,24624,6071,290782.0
b2,8159,10772879,2502,9.0,10569046.0,98.1,24624,5657,203833.0
b3,8624,15970741,2618,9.4,15655140.0,98.0,24624,6006,315601.0
