,total_readcount,WT,WT_%,single_mut_readcount,single_mut_readcount_%,ortho_mut_readcount,ortho_mut_readcount_%,double_mut_readcount,double_mut_readcount_%
input1,11677638.0,3549.0,0.0,619109.0,5.3,0.0,0.0,11054980.0,94.69999999999999
input2,11997740.0,3784.0,0.0,642080.0,5.4,0.0,0.0,11351876.0,94.6
b1,16566251.0,202.0,0.0,545023.0,3.3000000000000003,0.0,0.0,16021026.0,96.7
b2,13773196.0,282.0,0.0,441729.0,3.2,0.0,0.0,13331185.0,96.8
b3,10443364.0,308.0,0.0,334801.0,3.2,0.0,0.0,10108255.0,96.8
