,total_readcount,WT,WT_%,single_mut_readcount,single_mut_readcount_%,ortho_mut_readcount,ortho_mut_readcount_%,double_mut_readcount,double_mut_readcount_%
input1,246643.0,5188.0,2.1,205555.0,83.3,35900.0,14.6,0.0,0.0
input2,220271.0,4632.0,2.1,185043.0,84.0,30596.0,13.900000000000002,0.0,0.0
input3,179455.0,3833.0,2.1,149874.0,83.5,25748.0,14.299999999999999,0.0,0.0
b1,168292.0,3689.0,2.1999999999999997,139596.0,82.89999999999999,25007.0,14.899999999999999,0.0,0.0
b2,167945.0,3887.0,2.3,140519.0,83.7,23539.0,14.000000000000002,0.0,0.0
b3,234253.0,4932.0,2.1,194197.0,82.89999999999999,35124.0,15.0,0.0,0.0
