,Filtered_sequenced_variants,Filtered_sequenced_variants_rc,Usable_variants,Covered_variants_%,Usable_variants_rc,Usable_variants_%rc,Unsequenced_variants,Unexpected_variants,Unexpected_variants_rc
input1,12551,19491144,3939,13.8,18663243.0,95.8,24245,8612,827901.0
input2,11930,19131819,3424,12.0,18320439.0,95.8,24245,8506,811380.0
input3,11285,13755528,3338,11.700000000000001,13170154.0,95.7,24245,7947,585374.0
b1,8304,21378165,2560,9.0,19679002.0,92.10000000000001,24245,5744,1699163.0
b2,8268,27531165,2544,8.9,25327894.0,92.0,24245,5724,2203271.0
b3,8386,26911865,2547,8.9,24765088.0,92.0,24245,5839,2146777.0
