,Filtered_sequenced_variants,Filtered_sequenced_variants_rc,Usable_variants,Covered_variants_%,Usable_variants_rc,Usable_variants_%rc,Unsequenced_variants,Unexpected_variants,Unexpected_variants_rc
input1,876,256167,276,82.6,246643.0,96.3,53,600,9524.0
input2,1963,238543,275,82.3,220271.0,92.30000000000001,53,1688,18272.0
input3,1921,193802,276,82.6,179455.0,92.60000000000001,53,1645,14347.0
b1,655,189018,223,66.8,183070.0,96.89999999999999,53,432,5948.0
b2,1595,261644,261,78.10000000000001,209580.0,80.10000000000001,53,1334,52064.0
b3,1502,232314,252,75.4,200196.0,86.2,53,1250,32118.0
