,total_readcount,WT,WT_%,single_mut_readcount,single_mut_readcount_%,ortho_mut_readcount,ortho_mut_readcount_%,double_mut_readcount,double_mut_readcount_%
input1,11221936.0,724.0,0.0,482613.0,4.3,0.0,0.0,10738599.0,95.7
input2,12151517.0,1140.0,0.0,528100.0,4.3,0.0,0.0,11622277.0,95.6
input3,11739217.0,461.0,0.0,497290.0,4.2,0.0,0.0,11241466.0,95.8
b1,19809118.0,1811.0,0.0,889498.0,4.5,0.0,0.0,18917809.0,95.5
b2,16914204.0,1154.0,0.0,774362.0,4.6,0.0,0.0,16138688.0,95.39999999999999
b3,16707852.0,1577.0,0.0,755778.0,4.5,0.0,0.0,15950497.0,95.5
