,Filtered_sequenced_variants,Filtered_sequenced_variants_rc,Usable_variants,Covered_variants_%,Usable_variants_rc,Usable_variants_%rc,Unsequenced_variants,Unexpected_variants,Unexpected_variants_rc
input1,7523,11454835,2080,7.5,11221936.0,98.0,25326,5443,232899.0
input2,7528,12402804,2055,7.3999999999999995,12151517.0,98.0,25326,5473,251287.0
input3,7646,11971577,2114,7.7,11739217.0,98.1,25326,5532,232360.0
b1,7694,20139687,2093,7.6,19809118.0,98.4,25326,5601,330569.0
b2,7614,17200597,2080,7.5,16914204.0,98.3,25326,5534,286393.0
b3,7722,16982313,2128,7.7,16707852.0,98.4,25326,5594,274461.0
