,Filtered_sequenced_variants,Filtered_sequenced_variants_rc,Usable_variants,Covered_variants_%,Usable_variants_rc,Usable_variants_%rc,Unsequenced_variants,Unexpected_variants,Unexpected_variants_rc
input1,10222,11924525,3216,11.700000000000001,11677638.0,97.89999999999999,24100,7006,246887.0
input2,10629,12248559,3363,12.2,11997740.0,98.0,24100,7266,250819.0
b1,9562,12900083,3018,10.9,12606631.0,97.7,24100,6544,293452.0
b2,9692,13429104,3038,11.0,13125383.0,97.7,24100,6654,303721.0
b3,9161,11296510,2870,10.4,11054227.0,97.89999999999999,24100,6291,242283.0
