,Total_reads,Reads_no_indels,Reads_no_indels_%,No_indels_acceptable_RC,Acceptable_RC_over_no_indels_%
input1,12541813,11936335,95.19999999999999,11872700,99.5
input2,12886403,12262460,95.19999999999999,12193469,99.4
b1,13742723,12915842,94.0,12833779,99.4
b2,14276974,13446139,94.19999999999999,13360658,99.4
b3,12007706,11308537,94.19999999999999,11250115,99.5
