,total_readcount,WT,WT_%,single_mut_readcount,single_mut_readcount_%,ortho_mut_readcount,ortho_mut_readcount_%,double_mut_readcount,double_mut_readcount_%
input1,11677638.0,3549.0,0.0,619109.0,5.3,0.0,0.0,11054980.0,94.69999999999999
input2,11997740.0,3784.0,0.0,642080.0,5.4,0.0,0.0,11351876.0,94.6
b1,12606631.0,2888.0,0.0,674761.0,5.4,0.0,0.0,11928982.0,94.6
b2,13125383.0,4096.0,0.0,686904.0,5.2,0.0,0.0,12434383.0,94.69999999999999
b3,11054227.0,4186.0,0.0,570912.0,5.2,0.0,0.0,10479129.0,94.8
