,Filtered_sequenced_variants,Filtered_sequenced_variants_rc,Usable_variants,Covered_variants_%,Usable_variants_rc,Usable_variants_%rc,Unsequenced_variants,Unexpected_variants,Unexpected_variants_rc
input1,7523,11454835,2080,7.5,11221936.0,98.0,25326,5443,232899.0
input2,7528,12402804,2055,7.3999999999999995,12151517.0,98.0,25326,5473,251287.0
input3,7646,11971577,2114,7.7,11739217.0,98.1,25326,5532,232360.0
b1,3132,18998102,965,3.5000000000000004,18623432.0,98.0,25326,2167,374670.0
b2,3196,19681984,1011,3.6999999999999997,19278103.0,97.89999999999999,25326,2185,403881.0
b3,3151,23780101,970,3.5000000000000004,23257113.0,97.8,25326,2181,522988.0
