,total_readcount,WT,WT_%,single_mut_readcount,single_mut_readcount_%,ortho_mut_readcount,ortho_mut_readcount_%,double_mut_readcount,double_mut_readcount_%
input1,11221936.0,724.0,0.0,482613.0,4.3,0.0,0.0,10738599.0,95.7
input2,12151517.0,1140.0,0.0,528100.0,4.3,0.0,0.0,11622277.0,95.6
input3,11739217.0,461.0,0.0,497290.0,4.2,0.0,0.0,11241466.0,95.8
b1,17436342.0,1549.0,0.0,284878.0,1.6,0.0,0.0,17149915.0,98.4
b2,16545180.0,733.0,0.0,245011.0,1.5,0.0,0.0,16299436.0,98.5
b3,25531459.0,2167.0,0.0,413767.0,1.6,0.0,0.0,25115525.0,98.4
