,Filtered_sequenced_variants,Filtered_sequenced_variants_rc,Usable_variants,Covered_variants_%,Usable_variants_rc,Usable_variants_%rc,Unsequenced_variants,Unexpected_variants,Unexpected_variants_rc
input1,7523,11454835,2080,7.5,11221936.0,98.0,25326,5443,232899.0
input2,7528,12402804,2055,7.3999999999999995,12151517.0,98.0,25326,5473,251287.0
input3,7646,11971577,2114,7.7,11739217.0,98.1,25326,5532,232360.0
b1,3444,17840046,1029,3.6999999999999997,17436342.0,97.7,25326,2415,403704.0
b2,3285,16904797,972,3.5000000000000004,16545180.0,97.89999999999999,25326,2313,359617.0
b3,3712,26233535,1094,4.0,25531459.0,97.3,25326,2618,702076.0
