,Filtered_sequenced_variants,Filtered_sequenced_variants_rc,Usable_variants,Covered_variants_%,Usable_variants_rc,Usable_variants_%rc,Unsequenced_variants,Unexpected_variants,Unexpected_variants_rc
input1,876,256167,276,82.6,246643.0,96.3,53,600,9524.0
input2,1963,238543,275,82.3,220271.0,92.30000000000001,53,1688,18272.0
input3,1921,193802,276,82.6,179455.0,92.60000000000001,53,1645,14347.0
b1,537,171371,218,65.3,166048.0,96.89999999999999,53,319,5323.0
b2,669,193508,234,70.1,186974.0,96.6,53,435,6534.0
b3,703,155871,226,67.7,150965.0,96.89999999999999,53,477,4906.0
