,Filtered_sequenced_variants,Filtered_sequenced_variants_rc,Usable_variants,Covered_variants_%,Usable_variants_rc,Usable_variants_%rc,Unsequenced_variants,Unexpected_variants,Unexpected_variants_rc
input1,7523,11454835,2080,7.5,11221936.0,98.0,25326,5443,232899.0
input2,7528,12402804,2055,7.3999999999999995,12151517.0,98.0,25326,5473,251287.0
input3,7646,11971577,2114,7.7,11739217.0,98.1,25326,5532,232360.0
b1,2685,23042294,921,3.3000000000000003,22334028.0,96.89999999999999,25326,1764,708266.0
b2,2529,16505213,878,3.2,16015852.0,97.0,25326,1651,489361.0
b3,2520,19752358,841,3.0,19137091.0,96.89999999999999,25326,1679,615267.0
