,total_readcount,WT,WT_%,single_mut_readcount,single_mut_readcount_%,ortho_mut_readcount,ortho_mut_readcount_%,double_mut_readcount,double_mut_readcount_%
input1,197362.0,6257.0,3.2,162592.0,82.39999999999999,28513.0,14.399999999999999,0.0,0.0
input2,166685.0,5030.0,3.0,137866.0,82.69999999999999,23789.0,14.299999999999999,0.0,0.0
b1,111274.0,78.0,0.1,82682.0,74.3,28514.0,25.6,0.0,0.0
b2,108687.0,81.0,0.1,80697.0,74.2,27909.0,25.7,0.0,0.0
b3,171061.0,101.0,0.1,131474.0,76.9,39486.0,23.1,0.0,0.0
