,total_readcount,WT,WT_%,single_mut_readcount,single_mut_readcount_%,ortho_mut_readcount,ortho_mut_readcount_%,double_mut_readcount,double_mut_readcount_%
input1,177201.0,4155.0,2.3,137563.0,77.60000000000001,35483.0,20.0,0.0,0.0
input2,132214.0,3242.0,2.5,105491.0,79.80000000000001,23481.0,17.8,0.0,0.0
input3,128615.0,3046.0,2.4,99907.0,77.7,25662.0,20.0,0.0,0.0
b1,172597.0,4094.0,2.4,135130.0,78.3,33373.0,19.3,0.0,0.0
b2,162654.0,4103.0,2.5,130526.0,80.2,28025.0,17.2,0.0,0.0
b3,234363.0,5399.0,2.3,183413.0,78.3,45551.0,19.400000000000002,0.0,0.0
