,Filtered_sequenced_variants,Filtered_sequenced_variants_rc,Usable_variants,Covered_variants_%,Usable_variants_rc,Usable_variants_%rc,Unsequenced_variants,Unexpected_variants,Unexpected_variants_rc
input1,298,196509,208,60.099999999999994,186506.0,94.89999999999999,130,90,10003.0
input2,600,161461,210,60.699999999999996,151288.0,93.7,130,390,10173.0
input3,438,8236,196,56.599999999999994,7318.0,88.9,130,242,918.0
b1,329,193944,204,59.0,183422.0,94.6,130,125,10522.0
b2,355,247434,208,60.099999999999994,234935.0,94.89999999999999,130,147,12499.0
b3,346,249592,207,59.8,236797.0,94.89999999999999,130,139,12795.0
