,Filtered_sequenced_variants,Filtered_sequenced_variants_rc,Usable_variants,Covered_variants_%,Usable_variants_rc,Usable_variants_%rc,Unsequenced_variants,Unexpected_variants,Unexpected_variants_rc
input1,12551,19491144,3939,13.8,18663243.0,95.8,24245,8612,827901.0
input2,11930,19131819,3424,12.0,18320439.0,95.8,24245,8506,811380.0
input3,11285,13755528,3338,11.700000000000001,13170154.0,95.7,24245,7947,585374.0
b1,5277,13065003,1774,6.2,11929906.0,91.3,24245,3503,1135097.0
b2,5669,16930857,1894,6.7,15404727.0,91.0,24245,3775,1526130.0
b3,5100,13316003,1676,5.8999999999999995,12133424.0,91.10000000000001,24245,3424,1182579.0
