,Filtered_sequenced_variants,Filtered_sequenced_variants_rc,Usable_variants,Covered_variants_%,Usable_variants_rc,Usable_variants_%rc,Unsequenced_variants,Unexpected_variants,Unexpected_variants_rc
input1,765,305212,262,83.2,292205.0,95.7,51,503,13007.0
input2,672,239239,258,81.89999999999999,230411.0,96.3,51,414,8828.0
input3,722,210356,260,82.5,200882.0,95.5,51,462,9474.0
b1,422,130005,253,80.30000000000001,126210.0,97.1,51,169,3795.0
b2,382,137678,251,79.7,133555.0,97.0,51,131,4123.0
b3,385,148722,254,80.60000000000001,144513.0,97.2,51,131,4209.0
