,total_readcount,WT,WT_%,single_mut_readcount,single_mut_readcount_%,ortho_mut_readcount,ortho_mut_readcount_%,double_mut_readcount,double_mut_readcount_%
input1,197362.0,6257.0,3.2,162592.0,82.39999999999999,28513.0,14.399999999999999,0.0,0.0
input2,166685.0,5030.0,3.0,137866.0,82.69999999999999,23789.0,14.299999999999999,0.0,0.0
b1,158993.0,115.0,0.1,123471.0,77.7,35407.0,22.3,0.0,0.0
b2,166901.0,80.0,0.0,128891.0,77.2,37930.0,22.7,0.0,0.0
b3,108901.0,40.0,0.0,86746.0,79.7,22115.0,20.3,0.0,0.0
