,Filtered_sequenced_variants,Filtered_sequenced_variants_rc,Usable_variants,Covered_variants_%,Usable_variants_rc,Usable_variants_%rc,Unsequenced_variants,Unexpected_variants,Unexpected_variants_rc
input1,12551,19491144,3939,13.8,18663243.0,95.8,24245,8612,827901.0
input2,11930,19131819,3424,12.0,18320439.0,95.8,24245,8506,811380.0
input3,11285,13755528,3338,11.700000000000001,13170154.0,95.7,24245,7947,585374.0
b1,7122,19183966,2288,8.0,17413851.0,90.8,24245,4834,1770115.0
b2,6900,20254479,2207,7.7,18349582.0,90.60000000000001,24245,4693,1904897.0
b3,7537,23349608,2381,8.4,21262351.0,91.10000000000001,24245,5156,2087257.0
