,Filtered_sequenced_variants,Filtered_sequenced_variants_rc,Usable_variants,Covered_variants_%,Usable_variants_rc,Usable_variants_%rc,Unsequenced_variants,Unexpected_variants,Unexpected_variants_rc
input1,876,256167,276,82.6,246643.0,96.3,53,600,9524.0
input2,1963,238543,275,82.3,220271.0,92.30000000000001,53,1688,18272.0
input3,1921,193802,276,82.6,179455.0,92.60000000000001,53,1645,14347.0
b1,1668,173346,267,79.9,163596.0,94.39999999999999,53,1401,9750.0
b2,1618,149462,262,78.4,140325.0,93.89999999999999,53,1356,9137.0
b3,1690,189128,257,76.9,178491.0,94.39999999999999,53,1433,10637.0
