,total_readcount,WT,WT_%,single_mut_readcount,single_mut_readcount_%,ortho_mut_readcount,ortho_mut_readcount_%,double_mut_readcount,double_mut_readcount_%
input1,20894291.0,803.0,0.0,1324511.0,6.3,0.0,0.0,19568977.0,93.7
input2,20200430.0,524.0,0.0,1308382.0,6.5,0.0,0.0,18891524.0,93.5
input3,24724292.0,1548.0,0.0,1584709.0,6.4,0.0,0.0,23138035.0,93.60000000000001
b1,10308648.0,547.0,0.0,327831.0,3.2,0.0,0.0,9980270.0,96.8
b2,13022932.0,1284.0,0.0,416186.0,3.2,0.0,0.0,12605462.0,96.8
b3,15100178.0,1570.0,0.0,477165.0,3.2,0.0,0.0,14621443.0,96.8
