,total_readcount,WT,WT_%,single_mut_readcount,single_mut_readcount_%,ortho_mut_readcount,ortho_mut_readcount_%,double_mut_readcount,double_mut_readcount_%
input1,19878784.0,447.0,0.0,1311321.0,6.6000000000000005,0.0,0.0,18567016.0,93.4
input2,14036708.0,280.0,0.0,915936.0,6.5,0.0,0.0,13120492.0,93.5
input3,22281911.0,786.0,0.0,1451827.0,6.5,0.0,0.0,20829298.0,93.5
b1,14192813.0,967.0,0.0,973497.0,6.9,0.0,0.0,13218349.0,93.10000000000001
b2,14848444.0,1965.0,0.0,1027165.0,6.9,0.0,0.0,13819314.0,93.10000000000001
b3,16382854.0,711.0,0.0,1146762.0,7.000000000000001,0.0,0.0,15235381.0,93.0
