,total_readcount,WT,WT_%,single_mut_readcount,single_mut_readcount_%,ortho_mut_readcount,ortho_mut_readcount_%,double_mut_readcount,double_mut_readcount_%
input1,10032516.0,28877.0,0.3,320797.0,3.2,0.0,0.0,9682842.0,96.5
input2,9815065.0,28151.0,0.3,309579.0,3.2,0.0,0.0,9477335.0,96.6
input3,1597635.0,4374.0,0.3,50933.0,3.2,0.0,0.0,1542328.0,96.5
b1,19991666.0,982.0,0.0,206786.0,1.0,0.0,0.0,19783898.0,99.0
b2,21935078.0,1798.0,0.0,193274.0,0.8999999999999999,0.0,0.0,21740006.0,99.1
b3,12597133.0,743.0,0.0,135476.0,1.0999999999999999,0.0,0.0,12460914.0,98.9
