,total_readcount,WT,WT_%,single_mut_readcount,single_mut_readcount_%,ortho_mut_readcount,ortho_mut_readcount_%,double_mut_readcount,double_mut_readcount_%
input1,11677638.0,3549.0,0.0,619109.0,5.3,0.0,0.0,11054980.0,94.69999999999999
input2,11997740.0,3784.0,0.0,642080.0,5.4,0.0,0.0,11351876.0,94.6
b1,12339625.0,515.0,0.0,498091.0,4.0,0.0,0.0,11841019.0,96.0
b2,12418159.0,344.0,0.0,491065.0,4.0,0.0,0.0,11926750.0,96.0
b3,10889494.0,112.0,0.0,422868.0,3.9,0.0,0.0,10466514.0,96.1
